Data,Hora,Temperatura (°C),Umidade (%),Peso (g),Luminosidade (lumens)
2023-07-20,20:00:00,17.5,57.2,0.0,243.3
2023-07-20,21:00:00,16.5,58.4,0.0,266.8
2023-07-20,22:00:00,16.2,58.9,0.0,219.2
2023-07-20,23:00:00,15.0,55.2,0.0,161.1
2023-07-21,00:00:00,14.9,65.5,0.0,260.7
2023-07-21,01:00:00,13.4,63.8,0.0,206.9
2023-07-21,02:00:00,12.2,62.8,0.0,106.8
2023-07-21,03:00:00,12.5,61.9,0.0,122.7
2023-07-21,04:00:00,13.8,67.7,0.0,251.8
2023-07-21,05:00:00,15.4,64.8,0.0,215.3
2023-07-21,06:00:00,17.4,60.2,0.0,529.7
2023-07-21,07:00:00,18.7,54.4,0.0,585.2
2023-07-21,08:00:00,19.0,57.8,0.0,572.0
2023-07-21,09:00:00,18.4,53.1,0.0,971.9
2023-07-21,10:00:00,17.8,63.4,0.0,696.7
2023-07-21,11:00:00,18.4,60.7,0.0,651.2
2023-07-21,12:00:00,20.2,47.1,0.0,570.1
2023-07-21,13:00:00,19.5,52.8,0.0,704.8
2023-07-21,14:00:00,19.3,47.2,0.0,693.2
2023-07-21,15:00:00,18.3,53.1,0.0,703.1
2023-07-21,16:00:00,19.0,52.5,0.0,590.0
2023-07-21,17:00:00,19.0,42.3,0.0,536.5
2023-07-21,18:00:00,16.9,61.6,0.0,202.7
2023-07-21,19:00:00,16.4,60.8,0.0,160.1
2023-07-21,20:00:00,16.2,55.7,0.0,249.5
2023-07-21,21:00:00,16.3,55.6,0.0,145.7
2023-07-21,22:00:00,17.2,55.9,0.0,272.5
2023-07-21,23:00:00,16.5,53.5,0.0,221.6
2023-07-22,00:00:00,12.3,55.4,0.0,276.3
2023-07-22,01:00:00,11.3,58.9,0.0,227.1
2023-07-22,02:00:00,13.9,61.6,0.0,275.1
2023-07-22,03:00:00,14.0,60.4,0.0,160.9
2023-07-22,04:00:00,13.3,69.5,0.0,160.3
2023-07-22,05:00:00,13.2,66.1,0.0,162.9
2023-07-22,06:00:00,17.6,56.9,0.0,881.8
2023-07-22,07:00:00,19.2,59.3,0.0,505.3
2023-07-22,08:00:00,19.4,57.4,0.0,899.2
2023-07-22,09:00:00,18.8,56.2,0.0,560.8
2023-07-22,10:00:00,19.3,58.5,0.0,703.7
2023-07-22,11:00:00,18.0,56.0,0.0,918.3
2023-07-22,12:00:00,21.7,49.8,0.0,720.7
2023-07-22,13:00:00,21.4,50.2,0.0,768.3
2023-07-22,14:00:00,20.8,52.9,0.0,638.2
2023-07-22,15:00:00,19.7,50.6,0.0,535.9
2023-07-22,16:00:00,20.3,46.1,0.0,826.5
2023-07-22,17:00:00,21.2,50.9,0.0,875.2
2023-07-22,18:00:00,15.3,54.7,0.0,152.7
2023-07-22,19:00:00,17.0,55.2,0.0,219.6
2023-07-22,20:00:00,14.7,56.9,0.0,157.8
2023-07-22,21:00:00,15.9,54.2,0.0,218.3
2023-07-22,22:00:00,16.4,58.2,0.0,221.7
2023-07-22,23:00:00,15.7,59.1,0.0,230.0
2023-07-23,00:00:00,15.0,59.3,0.0,154.5
2023-07-23,01:00:00,13.9,58.9,0.0,232.5
2023-07-23,02:00:00,12.7,64.6,0.0,201.6
2023-07-23,03:00:00,11.5,56.1,0.0,167.7
2023-07-23,04:00:00,12.7,57.9,0.0,252.6
2023-07-23,05:00:00,13.4,59.6,0.0,151.7
2023-07-23,06:00:00,16.9,56.1,0.0,610.9
2023-07-23,07:00:00,17.3,58.8,0.0,613.9
2023-07-23,08:00:00,18.2,53.8,0.0,792.2
2023-07-23,09:00:00,17.0,54.8,0.0,500.4
2023-07-23,10:00:00,18.0,56.5,0.0,834.6
2023-07-23,11:00:00,16.5,58.6,0.0,549.1
2023-07-23,12:00:00,20.2,45.1,0.0,941.9
2023-07-23,13:00:00,20.4,43.3,0.0,918.4
2023-07-23,14:00:00,19.4,49.5,0.0,962.0
2023-07-23,15:00:00,20.5,47.8,0.0,759.3
2023-07-23,16:00:00,19.9,50.7,0.0,673.8
2023-07-23,17:00:00,18.6,44.8,0.0,705.3
2023-07-23,18:00:00,17.0,57.0,0.0,147.7
2023-07-23,19:00:00,14.3,58.3,0.0,272.4
2023-07-23,20:00:00,14.6,55.7,0.0,268.4
2023-07-23,21:00:00,16.7,62.3,0.0,133.4
2023-07-23,22:00:00,15.8,54.3,0.0,143.1
2023-07-23,23:00:00,17.4,59.9,0.0,210.2
2023-07-24,00:00:00,13.8,64.2,0.0,185.8
2023-07-24,01:00:00,15.4,58.7,0.0,199.4
2023-07-24,02:00:00,11.6,65.6,0.0,150.0
2023-07-24,03:00:00,14.7,57.8,0.0,166.7
2023-07-24,04:00:00,13.3,61.0,0.0,261.5
2023-07-24,05:00:00,14.1,62.3,0.0,180.2
2023-07-24,06:00:00,18.6,53.0,0.0,931.0
2023-07-24,07:00:00,19.6,61.7,0.0,989.3
2023-07-24,08:00:00,19.8,62.6,0.0,830.1
2023-07-24,09:00:00,19.1,60.1,0.0,810.3
2023-07-24,10:00:00,17.9,56.7,0.0,769.8
2023-07-24,11:00:00,17.4,54.7,0.0,659.7
2023-07-24,12:00:00,20.1,45.3,2198.98,709.2
2023-07-24,13:00:00,19.4,43.4,0.0,959.0
2023-07-24,14:00:00,22.4,43.7,0.0,851.9
2023-07-24,15:00:00,22.3,41.1,0.0,623.0
2023-07-24,16:00:00,20.2,46.6,0.0,644.3
2023-07-24,17:00:00,20.0,53.4,0.0,569.2
2023-07-24,18:00:00,14.8,64.6,0.0,283.4
2023-07-24,19:00:00,15.9,59.0,0.0,273.5
2023-07-24,20:00:00,17.0,58.5,0.0,148.9
2023-07-24,21:00:00,16.3,56.7,0.0,110.0
2023-07-24,22:00:00,15.5,55.6,0.0,212.1
2023-07-24,23:00:00,16.9,63.9,0.0,121.6
2023-07-25,00:00:00,12.6,61.3,0.0,228.1
2023-07-25,01:00:00,13.1,63.1,0.0,208.5
2023-07-25,02:00:00,13.8,67.8,0.0,263.0
2023-07-25,03:00:00,15.2,57.8,0.0,245.4
2023-07-25,04:00:00,12.7,60.6,0.0,157.1
2023-07-25,05:00:00,14.9,65.2,0.0,288.5
2023-07-25,06:00:00,17.2,57.6,0.0,635.4
2023-07-25,07:00:00,19.3,56.6,0.0,865.9
2023-07-25,08:00:00,19.1,55.5,0.0,914.8
2023-07-25,09:00:00,19.0,50.2,0.0,626.4
2023-07-25,10:00:00,18.3,57.2,0.0,642.5
2023-07-25,11:00:00,18.1,56.3,0.0,748.3
2023-07-25,12:00:00,21.7,47.8,0.0,674.2
2023-07-25,13:00:00,22.0,44.5,0.0,961.2
2023-07-25,14:00:00,21.0,50.5,0.0,525.9
2023-07-25,15:00:00,20.3,48.9,0.0,562.9
2023-07-25,16:00:00,21.4,50.4,0.0,740.4
2023-07-25,17:00:00,20.5,46.7,0.0,549.4
2023-07-25,18:00:00,17.2,59.1,0.0,134.8
2023-07-25,19:00:00,14.4,54.5,0.0,222.0
2023-07-25,20:00:00,15.6,55.9,0.0,143.3
2023-07-25,21:00:00,15.6,62.9,0.0,127.9
2023-07-25,22:00:00,16.5,58.1,0.0,220.3
2023-07-25,23:00:00,15.3,57.7,0.0,179.7
2023-07-26,00:00:00,11.8,66.1,0.0,173.4
2023-07-26,01:00:00,14.1,63.3,0.0,206.7
2023-07-26,02:00:00,13.8,67.4,0.0,236.9
2023-07-26,03:00:00,11.6,59.2,0.0,130.1
2023-07-26,04:00:00,11.2,59.9,0.0,102.3
2023-07-26,05:00:00,14.8,67.9,0.0,137.0
2023-07-26,06:00:00,19.2,57.4,0.0,836.4
2023-07-26,07:00:00,17.4,61.0,0.0,704.5
2023-07-26,08:00:00,16.5,55.4,0.0,788.4
2023-07-26,09:00:00,16.8,60.8,0.0,995.6
2023-07-26,10:00:00,18.7,57.1,0.0,514.8
2023-07-26,11:00:00,18.3,62.9,0.0,943.0
2023-07-26,12:00:00,20.1,43.9,0.0,815.1
2023-07-26,13:00:00,20.9,47.0,0.0,789.5
2023-07-26,14:00:00,21.0,51.0,0.0,573.6
2023-07-26,15:00:00,19.8,48.1,0.0,694.4
2023-07-26,16:00:00,19.7,48.6,0.0,609.7
2023-07-26,17:00:00,19.8,49.6,0.0,540.5
2023-07-26,18:00:00,16.7,54.4,0.0,142.9
2023-07-26,19:00:00,16.2,59.8,0.0,155.3
2023-07-26,20:00:00,15.6,56.1,0.0,145.8
2023-07-26,21:00:00,15.5,56.1,0.0,151.1
2023-07-26,22:00:00,15.8,58.6,0.0,140.6
2023-07-26,23:00:00,16.2,55.8,0.0,245.8
2023-07-27,00:00:00,15.2,64.6,0.0,143.6
2023-07-27,01:00:00,13.3,63.4,0.0,139.6
2023-07-27,02:00:00,12.0,59.1,0.0,170.0
2023-07-27,03:00:00,12.9,59.5,0.0,155.3
2023-07-27,04:00:00,13.8,60.5,0.0,106.5
2023-07-27,05:00:00,14.6,59.2,0.0,286.3
2023-07-27,06:00:00,19.0,58.4,0.0,928.7
2023-07-27,07:00:00,16.2,59.9,0.0,608.5
2023-07-27,08:00:00,18.3,53.1,0.0,986.2
2023-07-27,09:00:00,18.4,51.4,0.0,844.3
2023-07-27,10:00:00,16.5,59.9,0.0,648.2
2023-07-27,11:00:00,17.1,61.4,0.0,810.5
2023-07-27,12:00:00,22.1,46.2,0.0,922.0
2023-07-27,13:00:00,20.8,42.6,0.0,883.0
2023-07-27,14:00:00,21.1,47.6,0.0,736.3
2023-07-27,15:00:00,20.9,42.0,0.0,671.0
2023-07-27,16:00:00,21.4,46.7,0.0,881.2
2023-07-27,17:00:00,22.0,48.4,0.0,601.6
2023-07-27,18:00:00,16.3,53.3,0.0,188.4
2023-07-27,19:00:00,14.6,58.2,0.0,156.6
2023-07-27,20:00:00,15.7,56.1,0.0,240.8
2023-07-27,21:00:00,16.1,53.7,0.0,138.3
2023-07-27,22:00:00,15.9,56.4,0.0,293.7
2023-07-27,23:00:00,16.8,53.6,0.0,150.7
2023-07-28,00:00:00,13.0,66.1,0.0,101.1
2023-07-28,01:00:00,14.5,62.1,0.0,204.2
2023-07-28,02:00:00,14.6,65.4,0.0,191.4
2023-07-28,03:00:00,13.9,59.1,0.0,227.1
2023-07-28,04:00:00,12.0,59.0,0.0,241.2
2023-07-28,05:00:00,12.2,63.0,0.0,244.5
2023-07-28,06:00:00,19.0,60.3,0.0,843.9
2023-07-28,07:00:00,18.8,61.0,0.0,599.3
2023-07-28,08:00:00,16.9,60.1,0.0,550.6
2023-07-28,09:00:00,18.8,59.7,0.0,560.9
2023-07-28,10:00:00,19.4,57.4,0.0,941.3
2023-07-28,11:00:00,17.9,59.2,0.0,867.6
2023-07-28,12:00:00,19.9,42.4,0.0,785.6
2023-07-28,13:00:00,21.3,53.1,0.0,976.7
2023-07-28,14:00:00,22.6,42.9,0.0,715.9
2023-07-28,15:00:00,19.1,49.8,0.0,536.8
2023-07-28,16:00:00,20.2,46.3,0.0,830.8
2023-07-28,17:00:00,20.9,46.8,0.0,774.1
2023-07-28,18:00:00,14.8,62.2,0.0,263.3
2023-07-28,19:00:00,16.0,53.6,0.0,297.0
2023-07-28,20:00:00,16.5,61.0,0.0,253.6
2023-07-28,21:00:00,15.8,55.0,0.0,246.6
2023-07-28,22:00:00,16.1,64.0,0.0,254.0
2023-07-28,23:00:00,17.5,59.0,0.0,187.7
2023-07-29,00:00:00,13.4,64.7,0.0,109.9
2023-07-29,01:00:00,14.8,58.1,0.0,138.2
2023-07-29,02:00:00,14.3,62.6,0.0,173.1
2023-07-29,03:00:00,13.5,62.2,0.0,132.5
2023-07-29,04:00:00,14.5,58.3,0.0,148.8
2023-07-29,05:00:00,12.4,64.5,0.0,176.9
2023-07-29,06:00:00,20.0,56.4,0.0,563.5
2023-07-29,07:00:00,17.4,55.7,0.0,543.8
2023-07-29,08:00:00,18.4,62.3,0.0,943.3
2023-07-29,09:00:00,19.2,55.8,0.0,765.5
2023-07-29,10:00:00,16.8,56.0,0.0,828.2
2023-07-29,11:00:00,17.0,50.8,0.0,787.8
2023-07-29,12:00:00,18.4,50.6,0.0,968.7
2023-07-29,13:00:00,18.7,45.8,0.0,662.3
2023-07-29,14:00:00,21.3,47.2,0.0,575.8
2023-07-29,15:00:00,19.5,52.2,0.0,879.2
2023-07-29,16:00:00,20.5,51.6,0.0,500.5
2023-07-29,17:00:00,20.8,47.4,0.0,612.0
2023-07-29,18:00:00,16.7,56.5,0.0,199.8
2023-07-29,19:00:00,16.1,62.5,0.0,266.8
2023-07-29,20:00:00,17.6,57.4,0.0,159.1
2023-07-29,21:00:00,15.9,56.0,0.0,249.4
2023-07-29,22:00:00,18.0,56.2,0.0,142.3
2023-07-29,23:00:00,15.3,58.5,0.0,248.0
2023-07-30,00:00:00,13.2,64.2,0.0,229.6
2023-07-30,01:00:00,15.0,64.1,0.0,251.5
2023-07-30,02:00:00,13.3,66.5,0.0,280.8
2023-07-30,03:00:00,13.2,59.6,0.0,190.3
2023-07-30,04:00:00,13.2,62.8,0.0,286.9
2023-07-30,05:00:00,12.2,61.4,0.0,260.4
2023-07-30,06:00:00,19.1,55.0,0.0,526.1
2023-07-30,07:00:00,17.3,62.3,0.0,746.8
2023-07-30,08:00:00,18.8,56.1,0.0,969.2
2023-07-30,09:00:00,17.9,55.4,0.0,634.5
2023-07-30,10:00:00,18.0,54.3,0.0,783.7
2023-07-30,11:00:00,18.3,58.4,0.0,546.5
2023-07-30,12:00:00,22.4,45.2,0.0,643.0
2023-07-30,13:00:00,19.9,45.4,0.0,559.4
2023-07-30,14:00:00,21.1,44.0,0.0,912.4
2023-07-30,15:00:00,20.4,47.2,0.0,944.3
2023-07-30,16:00:00,21.3,48.2,0.0,631.0
2023-07-30,17:00:00,22.3,45.4,0.0,553.3
2023-07-30,18:00:00,15.3,55.3,0.0,192.4
2023-07-30,19:00:00,16.7,51.8,0.0,193.1
2023-07-30,20:00:00,16.8,55.3,0.0,136.9
2023-07-30,21:00:00,16.8,53.2,0.0,171.3
2023-07-30,22:00:00,14.7,57.5,0.0,285.7
2023-07-30,23:00:00,15.5,55.6,0.0,290.2
2023-07-31,00:00:00,13.4,61.1,0.0,175.2
2023-07-31,01:00:00,13.3,63.1,0.0,176.8
2023-07-31,02:00:00,14.4,56.9,0.0,282.5
2023-07-31,03:00:00,12.8,56.7,0.0,255.7
2023-07-31,04:00:00,13.5,64.3,0.0,123.9
2023-07-31,05:00:00,12.8,64.5,0.0,257.0
2023-07-31,06:00:00,18.7,59.8,0.0,716.4
2023-07-31,07:00:00,17.5,59.0,0.0,509.6
2023-07-31,08:00:00,20.7,55.3,0.0,649.1
2023-07-31,09:00:00,19.2,56.2,0.0,597.9
2023-07-31,10:00:00,19.0,57.6,0.0,548.1
2023-07-31,11:00:00,17.8,59.8,0.0,509.1
2023-07-31,12:00:00,21.0,44.3,2261.3,984.2
2023-07-31,13:00:00,20.8,43.7,0.0,810.6
2023-07-31,14:00:00,20.2,49.4,0.0,544.0
2023-07-31,15:00:00,19.3,44.5,0.0,546.3
2023-07-31,16:00:00,22.0,47.7,0.0,854.2
2023-07-31,17:00:00,19.2,45.4,0.0,957.4
2023-07-31,18:00:00,17.0,61.5,0.0,123.2
2023-07-31,19:00:00,16.1,54.1,0.0,244.9
2023-07-31,20:00:00,17.1,60.2,0.0,199.4
2023-07-31,21:00:00,17.5,57.6,0.0,127.3
2023-07-31,22:00:00,15.7,62.5,0.0,165.7
2023-07-31,23:00:00,15.8,55.7,0.0,128.1
2023-08-01,00:00:00,16.0,69.0,0.0,292.4
2023-08-01,01:00:00,14.6,56.0,0.0,102.7
2023-08-01,02:00:00,15.6,66.3,0.0,151.6
2023-08-01,03:00:00,15.4,58.9,0.0,219.2
2023-08-01,04:00:00,14.9,57.2,0.0,286.9
2023-08-01,05:00:00,16.9,63.2,0.0,149.9
2023-08-01,06:00:00,19.0,62.0,0.0,995.1
2023-08-01,07:00:00,21.2,57.7,0.0,599.5
2023-08-01,08:00:00,20.7,55.0,0.0,678.7
2023-08-01,09:00:00,19.1,56.3,0.0,529.2
2023-08-01,10:00:00,21.9,53.1,0.0,907.2
2023-08-01,11:00:00,20.8,58.2,0.0,824.7
2023-08-01,12:00:00,22.9,44.9,0.0,911.7
2023-08-01,13:00:00,22.3,45.8,0.0,931.6
2023-08-01,14:00:00,22.3,48.3,0.0,823.4
2023-08-01,15:00:00,21.4,45.1,0.0,705.3
2023-08-01,16:00:00,21.8,43.3,0.0,575.2
2023-08-01,17:00:00,21.2,51.7,0.0,640.9
2023-08-01,18:00:00,19.0,57.4,0.0,130.7
2023-08-01,19:00:00,19.1,53.9,0.0,277.7
2023-08-01,20:00:00,19.4,63.3,0.0,108.5
2023-08-01,21:00:00,18.5,54.5,0.0,290.7
2023-08-01,22:00:00,18.5,52.2,0.0,105.3
2023-08-01,23:00:00,18.2,60.6,0.0,118.5
2023-08-02,00:00:00,16.4,60.5,0.0,102.6
2023-08-02,01:00:00,15.8,60.6,0.0,253.1
2023-08-02,02:00:00,14.9,60.8,0.0,211.2
2023-08-02,03:00:00,15.7,65.4,0.0,169.7
2023-08-02,04:00:00,16.3,61.6,0.0,258.2
2023-08-02,05:00:00,15.9,68.0,0.0,229.9
2023-08-02,06:00:00,19.2,61.4,0.0,880.9
2023-08-02,07:00:00,19.3,61.6,0.0,574.3
2023-08-02,08:00:00,21.4,53.9,0.0,578.5
2023-08-02,09:00:00,20.3,54.0,0.0,597.9
2023-08-02,10:00:00,19.7,53.2,0.0,829.6
2023-08-02,11:00:00,20.4,62.0,0.0,596.4
2023-08-02,12:00:00,21.2,42.6,0.0,925.1
2023-08-02,13:00:00,23.0,50.3,0.0,941.9
2023-08-02,14:00:00,23.4,46.1,0.0,667.9
2023-08-02,15:00:00,20.9,44.8,0.0,895.8
2023-08-02,16:00:00,21.7,43.6,0.0,661.4
2023-08-02,17:00:00,22.2,47.2,0.0,908.2
2023-08-02,18:00:00,17.9,54.5,0.0,298.4
2023-08-02,19:00:00,17.1,60.6,0.0,159.2
2023-08-02,20:00:00,18.0,55.2,0.0,286.5
2023-08-02,21:00:00,18.0,55.2,0.0,247.6
2023-08-02,22:00:00,19.0,58.6,0.0,117.1
2023-08-02,23:00:00,17.8,56.2,0.0,162.1
2023-08-03,00:00:00,15.3,57.8,0.0,227.5
2023-08-03,01:00:00,13.7,63.4,0.0,219.2
2023-08-03,02:00:00,14.7,57.3,0.0,229.6
2023-08-03,03:00:00,15.9,61.3,0.0,279.6
2023-08-03,04:00:00,14.6,61.2,0.0,196.6
2023-08-03,05:00:00,15.5,60.4,0.0,143.3
2023-08-03,06:00:00,20.6,57.6,0.0,653.3
2023-08-03,07:00:00,21.7,56.0,0.0,801.9
2023-08-03,08:00:00,20.8,58.4,0.0,671.8
2023-08-03,09:00:00,20.1,54.9,0.0,599.8
2023-08-03,10:00:00,21.4,61.4,0.0,896.3
2023-08-03,11:00:00,20.8,56.1,0.0,601.5
2023-08-03,12:00:00,21.5,46.1,0.0,817.2
2023-08-03,13:00:00,23.8,49.7,0.0,989.1
2023-08-03,14:00:00,23.4,43.9,0.0,785.3
2023-08-03,15:00:00,23.2,50.9,0.0,734.6
2023-08-03,16:00:00,22.1,52.8,0.0,738.4
2023-08-03,17:00:00,20.4,45.1,0.0,831.9
2023-08-03,18:00:00,19.3,58.5,0.0,282.7
2023-08-03,19:00:00,18.9,57.2,0.0,236.8
2023-08-03,20:00:00,18.2,53.1,0.0,128.3
2023-08-03,21:00:00,19.0,58.9,0.0,105.8
2023-08-03,22:00:00,18.4,51.6,0.0,213.6
2023-08-03,23:00:00,17.1,55.4,0.0,193.7
2023-08-04,00:00:00,16.0,64.1,0.0,155.7
2023-08-04,01:00:00,14.9,61.4,0.0,252.6
2023-08-04,02:00:00,15.4,60.9,0.0,290.2
2023-08-04,03:00:00,16.2,65.8,0.0,219.6
2023-08-04,04:00:00,15.4,61.6,0.0,287.8
2023-08-04,05:00:00,14.7,62.8,0.0,230.5
2023-08-04,06:00:00,21.2,61.4,0.0,522.4
2023-08-04,07:00:00,20.1,52.5,0.0,869.1
2023-08-04,08:00:00,19.1,61.1,0.0,838.7
2023-08-04,09:00:00,21.9,61.2,0.0,753.6
2023-08-04,10:00:00,19.7,61.7,0.0,644.4
2023-08-04,11:00:00,20.3,59.1,0.0,664.8
2023-08-04,12:00:00,24.0,48.8,0.0,926.3
2023-08-04,13:00:00,23.9,44.1,0.0,710.9
2023-08-04,14:00:00,22.4,44.8,0.0,773.0
2023-08-04,15:00:00,20.5,47.8,0.0,945.1
2023-08-04,16:00:00,20.3,45.3,0.0,612.3
2023-08-04,17:00:00,21.8,48.6,0.0,858.4
2023-08-04,18:00:00,18.9,55.8,0.0,102.1
2023-08-04,19:00:00,18.0,55.6,0.0,218.0
2023-08-04,20:00:00,18.4,56.1,0.0,228.7
2023-08-04,21:00:00,17.1,61.4,0.0,161.3
2023-08-04,22:00:00,18.9,57.0,0.0,260.0
2023-08-04,23:00:00,18.3,61.4,0.0,205.6
2023-08-05,00:00:00,14.7,56.4,0.0,201.8
2023-08-05,01:00:00,17.3,69.5,0.0,261.1
2023-08-05,02:00:00,14.7,63.9,0.0,274.5
2023-08-05,03:00:00,15.5,58.6,0.0,215.7
2023-08-05,04:00:00,15.9,66.9,0.0,223.6
2023-08-05,05:00:00,16.0,68.9,0.0,201.6
2023-08-05,06:00:00,20.0,57.2,0.0,530.2
2023-08-05,07:00:00,20.4,55.6,0.0,670.3
2023-08-05,08:00:00,22.1,57.7,0.0,760.9
2023-08-05,09:00:00,20.0,58.5,0.0,977.5
2023-08-05,10:00:00,20.5,61.4,0.0,506.7
2023-08-05,11:00:00,21.5,61.7,0.0,873.7
2023-08-05,12:00:00,22.4,45.6,0.0,831.9
2023-08-05,13:00:00,23.4,42.3,0.0,557.7
2023-08-05,14:00:00,22.2,44.3,0.0,713.8
2023-08-05,15:00:00,22.8,46.3,0.0,990.1
2023-08-05,16:00:00,22.6,52.8,0.0,997.9
2023-08-05,17:00:00,23.0,41.8,0.0,605.2
2023-08-05,18:00:00,18.0,53.2,0.0,296.9
2023-08-05,19:00:00,18.2,54.0,0.0,277.7
2023-08-05,20:00:00,16.4,55.2,0.0,176.3
2023-08-05,21:00:00,17.4,52.1,0.0,245.8
2023-08-05,22:00:00,18.2,54.8,0.0,132.2
2023-08-05,23:00:00,17.2,54.6,0.0,102.9
2023-08-06,00:00:00,16.8,62.4,0.0,136.3
2023-08-06,01:00:00,13.3,65.2,0.0,212.2
2023-08-06,02:00:00,15.6,59.2,0.0,146.6
2023-08-06,03:00:00,15.1,60.1,0.0,171.6
2023-08-06,04:00:00,16.3,61.2,0.0,257.7
2023-08-06,05:00:00,14.6,65.1,0.0,188.0
2023-08-06,06:00:00,18.1,62.3,0.0,846.7
2023-08-06,07:00:00,19.1,58.4,0.0,614.8
2023-08-06,08:00:00,20.6,55.6,0.0,917.5
2023-08-06,09:00:00,19.8,58.6,0.0,775.4
2023-08-06,10:00:00,19.5,56.0,0.0,560.3
2023-08-06,11:00:00,20.2,54.6,0.0,675.6
2023-08-06,12:00:00,22.7,47.3,0.0,574.9
2023-08-06,13:00:00,24.2,52.0,0.0,693.4
2023-08-06,14:00:00,22.0,49.1,0.0,714.0
2023-08-06,15:00:00,23.6,42.2,0.0,607.8
2023-08-06,16:00:00,22.1,45.2,0.0,846.3
2023-08-06,17:00:00,24.5,47.7,0.0,508.6
2023-08-06,18:00:00,18.0,60.7,0.0,212.4
2023-08-06,19:00:00,17.5,57.6,0.0,177.6
2023-08-06,20:00:00,17.4,63.4,0.0,160.5
2023-08-06,21:00:00,17.8,64.7,0.0,118.7
2023-08-06,22:00:00,17.1,56.5,0.0,264.2
2023-08-06,23:00:00,18.0,55.6,0.0,173.6
2023-08-07,00:00:00,15.8,59.4,0.0,290.0
2023-08-07,01:00:00,14.7,60.6,0.0,252.4
2023-08-07,02:00:00,16.8,63.4,0.0,152.4
2023-08-07,03:00:00,15.4,63.2,0.0,250.5
2023-08-07,04:00:00,15.0,60.0,0.0,236.6
2023-08-07,05:00:00,16.2,67.7,0.0,250.6
2023-08-07,06:00:00,20.8,63.8,0.0,890.0
2023-08-07,07:00:00,19.1,61.4,0.0,515.3
2023-08-07,08:00:00,20.6,58.8,0.0,643.5
2023-08-07,09:00:00,20.3,59.9,0.0,581.9
2023-08-07,10:00:00,19.3,54.4,0.0,555.5
2023-08-07,11:00:00,20.7,57.5,0.0,610.0
2023-08-07,12:00:00,22.8,51.4,2350.27,764.3
2023-08-07,13:00:00,22.9,47.8,0.0,893.6
2023-08-07,14:00:00,22.9,45.4,0.0,848.5
2023-08-07,15:00:00,22.1,45.2,0.0,637.0
2023-08-07,16:00:00,21.0,46.9,0.0,910.5
2023-08-07,17:00:00,22.1,51.6,0.0,934.9
2023-08-07,18:00:00,18.2,55.9,0.0,172.3
2023-08-07,19:00:00,17.7,55.5,0.0,293.8
2023-08-07,20:00:00,17.5,57.9,0.0,181.9
2023-08-07,21:00:00,18.2,52.3,0.0,175.4
2023-08-07,22:00:00,18.2,55.8,0.0,149.5
2023-08-07,23:00:00,19.6,61.7,0.0,270.8
2023-08-08,00:00:00,15.3,65.8,0.0,182.7
2023-08-08,01:00:00,15.6,57.9,0.0,165.6
2023-08-08,02:00:00,16.1,68.3,0.0,299.7
2023-08-08,03:00:00,14.8,64.1,0.0,177.0
2023-08-08,04:00:00,15.8,57.7,0.0,116.8
2023-08-08,05:00:00,14.7,66.6,0.0,240.6
2023-08-08,06:00:00,21.0,59.8,0.0,768.7
2023-08-08,07:00:00,19.8,62.0,0.0,570.1
2023-08-08,08:00:00,20.1,59.1,0.0,977.5
2023-08-08,09:00:00,19.2,59.8,0.0,792.6
2023-08-08,10:00:00,20.9,60.3,0.0,675.1
2023-08-08,11:00:00,20.6,61.2,0.0,871.4
2023-08-08,12:00:00,22.4,47.2,0.0,752.9
2023-08-08,13:00:00,24.2,49.1,0.0,733.2
2023-08-08,14:00:00,22.4,48.5,0.0,908.4
2023-08-08,15:00:00,23.8,48.3,0.0,604.3
2023-08-08,16:00:00,23.2,48.1,0.0,573.4
2023-08-08,17:00:00,21.2,50.8,0.0,622.4
2023-08-08,18:00:00,19.1,53.5,0.0,177.3
2023-08-08,19:00:00,18.7,60.0,0.0,233.4
2023-08-08,20:00:00,18.2,53.4,0.0,261.7
2023-08-08,21:00:00,19.1,52.7,0.0,133.6
2023-08-08,22:00:00,17.8,52.5,0.0,272.5
2023-08-08,23:00:00,18.0,58.6,0.0,210.4
2023-08-09,00:00:00,14.8,63.3,0.0,282.5
2023-08-09,01:00:00,14.4,57.7,0.0,125.2
2023-08-09,02:00:00,14.2,60.7,0.0,147.4
2023-08-09,03:00:00,16.3,62.4,0.0,224.2
2023-08-09,04:00:00,15.8,61.4,0.0,157.9
2023-08-09,05:00:00,16.6,66.5,0.0,109.8
2023-08-09,06:00:00,18.2,58.7,0.0,561.3
2023-08-09,07:00:00,21.5,59.2,0.0,617.0
2023-08-09,08:00:00,20.0,57.8,0.0,772.1
2023-08-09,09:00:00,20.2,54.3,0.0,785.6
2023-08-09,10:00:00,19.8,55.2,0.0,697.2
2023-08-09,11:00:00,18.3,59.8,0.0,610.1
2023-08-09,12:00:00,23.5,49.3,0.0,916.4
2023-08-09,13:00:00,23.4,42.8,0.0,524.8
2023-08-09,14:00:00,23.3,46.8,0.0,815.4
2023-08-09,15:00:00,21.3,47.3,0.0,649.5
2023-08-09,16:00:00,21.6,44.3,0.0,781.2
2023-08-09,17:00:00,22.0,50.1,0.0,884.1
2023-08-09,18:00:00,18.5,57.1,0.0,297.0
2023-08-09,19:00:00,17.0,59.5,0.0,244.4
2023-08-09,20:00:00,19.4,53.5,0.0,273.9
